VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge2.0,2019-07-15 16:27:53,2019-07-15 16:44:21,3.0,2.02,1.0,N,186,233,1.0,12.0,1.0,0.5,4.08,0.0,0.3,20.38,2.5
2.0,2019-07-17 20:26:35,2019-07-17 20:40:09,6.0,1.59,1.0,N,141,161,2.0,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
2.0,2019-07-06 16:01:08,2019-07-06 16:10:25,1.0,1.69,1.0,N,246,249,2.0,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5
1.0,2019-07-18 22:32:23,2019-07-18 22:35:08,1.0,0.9,1.0,N,229,141,1.0,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5
2.0,2019-07-19 14:54:29,2019-07-19 15:19:08,1.0,4.79,1.0,N,237,107,1.0,19.5,0.0,0.5,5.7,0.0,0.3,28.5,2.5
2.0,2019-07-28 11:38:08,2019-07-28 11:53:56,1.0,7.6,1.0,N,262,138,1.0,23.0,0.0,0.5,4.86,6.12,0.3,37.28,2.5
2.0,2019-07-18 07:15:25,2019-07-18 07:28:23,1.0,2.76,1.0,N,137,236,1.0,11.0,0.0,0.5,2.14,0.0,0.3,16.44,2.5
2.0,2019-07-02 21:13:44,2019-07-02 21:21:04,1.0,0.71,1.0,N,170,164,2.0,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
2.0,2019-07-12 09:58:59,2019-07-12 10:18:01,1.0,2.15,1.0,N,113,100,1.0,13.0,0.0,0.5,2.5,0.0,0.3,18.8,2.5
2.0,2019-07-23 10:05:02,2019-07-23 10:16:42,1.0,1.23,1.0,N,100,137,2.0,9.0,0.0,0.5,0.0,0.0,0.3,12.3,2.5
2.0,2019-07-31 22:26:26,2019-07-31 22:31:11,1.0,0.84,1.0,N,263,262,1.0,5.5,0.5,0.5,1.5,0.0,0.3,10.8,2.5
