,id,updated,confirmed,confirmed_change,deaths,deaths_change,recovered,recovered_change,load_time
626,164707641,2021-10-22,242498327,464677.0,4922065,8959.0,,,09:54.1
627,164884654,2021-10-23,242987401,489074.0,4929776,7711.0,,,09:54.1
628,165034630,2021-10-24,243329424,342023.0,4938251,8475.0,,,09:54.1
629,165340733,2021-10-26,244074377,402942.0,4948410,5080.0,,,09:54.1
630,165491530,2021-10-27,244508567,434190.0,4954956,6546.0,,,09:54.1
631,165654160,2021-10-28,245015863,507296.0,4963841,8885.0,,,09:54.1
632,165845105,2021-10-29,245518227,502364.0,4972321,8480.0,,,09:54.1
633,165986161,2021-10-30,246025709,507482.0,4981186,8865.0,,,09:54.1
634,166134216,2021-10-31,246369472,343763.0,4989532,8346.0,,,09:54.1
635,166473038,2021-02-11,247140208,426988.0,5000000,5234.0,,,09:54.1
636,166648643,2021-03-11,247574342,434134.0,5006081,6081.0,,,09:54.1
637,166682335,2021-04-11,248618294,1043952.0,5013591,7510.0,,,09:54.1
638,166960483,2021-05-11,248876384,258090.0,5029535,15944.0,,,09:54.1
639,167235862,2021-07-11,249541892,407411.0,5038372,4419.0,,,09:54.1
640,167254950,2021-08-11,249878373,336481.0,5044839,6467.0,,,09:54.1
641,167518440,2021-09-11,250368055,489682.0,5049273,4434.0,,,09:54.1
642,167657021,2021-10-11,250847494,479439.0,5055944,6671.0,,,09:54.1
643,167804014,2021-11-11,251420477,572983.0,5064350,8406.0,,,09:54.1
644,167949635,2021-12-11,252054816,634339.0,5072444,8094.0,,,09:54.1
645,168165825,2021-11-15,253870057,546569.0,5100370,9309.0,,,09:54.1
646,168309625,2021-11-16,254604256,734199.0,5107084,6714.0,,,09:54.1
647,168486944,2021-11-19,256382336,309686.0,5132202,8373.0,,,09:54.1
648,168709239,2021-11-21,257168692,476669.0,5140519,4159.0,,,09:54.1
649,168813769,2021-11-22,257555773,387081.0,5146467,5948.0,,,09:54.1
650,168923560,2021-11-23,257555773,0.0,5150868,4401.0,,,09:54.1
