,id,updated,confirmed,confirmed_change,deaths,deaths_change,recovered,recovered_change,load_time
307,88189431,2020-11-24,60234023,636365.0,1405788,11094.0,38097904.0,406524.0,09:54.1
308,88445389,2020-11-25,60818781,584758.0,1418224,12436.0,38470416.0,372512.0,09:54.1
309,88722402,2020-11-26,61501092,682311.0,1428951,10727.0,38926641.0,456225.0,09:54.1
310,89021724,2020-11-27,62084566,583474.0,1440506,11555.0,39275505.0,348864.0,09:54.1
311,89282404,2020-11-28,62616821,532255.0,1449642,9136.0,39665623.0,390118.0,09:54.1
312,89531653,2020-11-29,63118430,501609.0,1457859,8217.0,40016926.0,351303.0,09:54.1
313,89786198,2020-11-30,63650135,531705.0,1465492,7633.0,40344258.0,327332.0,09:54.1
314,90059923,2020-01-12,64293447,643312.0,1476396,10904.0,40812450.0,468192.0,09:54.1
315,90294014,2020-02-12,65016336,722889.0,1488321,11925.0,41258010.0,445560.0,09:54.1
316,90664746,2020-03-12,65686172,669836.0,1502728,14407.0,41731105.0,473095.0,09:54.1
317,91015664,2020-04-12,66250018,563846.0,1514549,11821.0,42156580.0,425475.0,09:54.1
318,91343326,2020-05-12,66974627,724609.0,1524569,10020.0,42542126.0,385546.0,09:54.1
319,91700307,2020-06-12,67316936,342309.0,1534692,10123.0,42981515.0,439389.0,09:54.1
320,92031708,2020-07-12,68131040,814104.0,1539965,5273.0,43249276.0,267761.0,09:54.1
321,92438394,2020-08-12,68498598,367558.0,1554768,14803.0,43811551.0,562275.0,09:54.1
322,92862162,2020-09-12,69483855,985257.0,1562886,8118.0,44171660.0,360109.0,09:54.1
323,93188035,2020-10-12,70025535,541680.0,1580006,17120.0,44688463.0,516803.0,09:54.1
324,93517943,2020-11-12,71541897,1516362.0,1590323,10317.0,45070225.0,381762.0,09:54.1
325,93851928,2020-12-12,72126085,584188.0,1602500,12177.0,45680439.0,610214.0,09:54.1
326,94185933,2020-12-13,72221634,95549.0,1611344,8844.0,47139173.0,1458734.0,09:54.1
327,94351911,2020-12-14,73107224,885590.0,1612014,670.0,47218235.0,79062.0,09:54.1
328,95185724,2020-12-16,74724989,732175.0,1645136,16561.0,41887210.0,-2665514.0,09:54.1
329,95543781,2020-12-17,75179482,454493.0,1657706,12570.0,42193884.0,306674.0,09:54.1
330,95866398,2020-12-18,76085068,905586.0,1667124,9418.0,42512618.0,318734.0,09:54.1
331,96223911,2020-12-19,76531725,446657.0,1682143,15019.0,42957535.0,444917.0,09:54.1
332,96531950,2020-12-20,77188346,656621.0,1689925,7782.0,43179943.0,222408.0,09:54.1
333,96889221,2020-12-21,77801721,613375.0,1699285,9360.0,43522242.0,342299.0,09:54.1
334,97220132,2020-12-22,78471775,670054.0,1713109,13824.0,43894903.0,372661.0,09:54.1
335,97559951,2020-12-23,79260455,788680.0,1725959,12850.0,44219799.0,324896.0,09:54.1
336,97919394,2020-12-24,79766525,506070.0,1739962,14003.0,44642816.0,423017.0,09:54.1
337,98268015,2020-12-25,80229602,463077.0,1748715,8753.0,44932522.0,289706.0,09:54.1
338,98629350,2020-12-26,80694954,465352.0,1755940,7225.0,45338147.0,405625.0,09:54.1
339,98993535,2020-12-27,81114788,419834.0,1763133,7193.0,45614015.0,275868.0,09:54.1
340,99370285,2020-12-28,81867031,752243.0,1770562,7429.0,45867925.0,253910.0,09:54.1
341,99754817,2020-12-29,82510560,643529.0,1786057,15495.0,46239512.0,371587.0,09:54.1
342,100096505,2020-12-30,83338512,827952.0,1800400,14343.0,46640066.0,400554.0,09:54.1
343,100472829,2020-12-31,83892131,553619.0,1815864,15464.0,46993335.0,353269.0,09:54.1
344,100870307,2021-01-01,84407031,514900.0,1825810,9946.0,47248015.0,254680.0,09:54.1
345,101240047,2021-02-01,84985054,578023.0,1833188,7378.0,47509473.0,261458.0,09:54.1
346,101640593,2021-03-01,85555275,570221.0,1841077,7889.0,47777565.0,268092.0,09:54.1
347,102051770,2021-04-01,86195556,640281.0,1849904,8827.0,48058025.0,280460.0,09:54.1
348,102473808,2021-05-01,86752314,556758.0,1863653,13749.0,48409904.0,351879.0,09:54.1
349,102850512,2021-06-01,87912740,1160426.0,1875320,11667.0,48637236.0,227332.0,09:54.1
350,103219533,2021-07-01,88203229,290489.0,1895389,20069.0,49013164.0,375928.0,09:54.1
351,103578235,2021-08-01,89396983,1193754.0,1901510,6121.0,49203004.0,189840.0,09:54.1
352,103917379,2021-09-01,90005787,608804.0,1921952,20442.0,49650452.0,447448.0,09:54.1
353,104278484,2021-10-01,90724811,719024.0,1931382,9430.0,49885280.0,234828.0,09:54.1
354,104643372,2021-11-01,91383544,658733.0,1941143,9761.0,50167081.0,281801.0,09:54.1
355,105017520,2021-12-01,92111432,727888.0,1956752,15609.0,50537895.0,370814.0,09:54.1
356,105377012,2021-01-13,92850683,739251.0,1973059,16307.0,50896076.0,358181.0,09:54.1
357,105778966,2021-01-14,93275676,424993.0,1988290,15231.0,51228917.0,332841.0,09:54.1
358,106186981,2021-01-15,94166923,891247.0,2000905,12615.0,51500681.0,271764.0,09:54.1
359,106579023,2021-01-16,94955779,788856.0,2015630,14725.0,51859334.0,358653.0,09:54.1
360,106950436,2021-01-17,95475781,520002.0,2029032,13402.0,52240858.0,381524.0,09:54.1
361,107321424,2021-01-18,96058991,583210.0,2038325,9293.0,52575519.0,334661.0,09:54.1
362,107720340,2021-01-19,96640644,581653.0,2053384,15059.0,52894168.0,318649.0,09:54.1
363,108075685,2021-01-20,97268568,627924.0,2068921,15537.0,53267010.0,372842.0,09:54.1
364,108423605,2021-01-21,98100314,831746.0,2084012,15091.0,53588790.0,321780.0,09:54.1
365,108740652,2021-01-22,98572942,472628.0,2104469,20457.0,54037317.0,448527.0,09:54.1
366,109065260,2021-01-23,99056336,483394.0,2116101,11632.0,54359532.0,322215.0,09:54.1
367,109408223,2021-01-24,99587084,530748.0,2125917,9816.0,54645793.0,286261.0,09:54.1
368,109763142,2021-01-25,100201258,614174.0,2136559,10642.0,54920146.0,274353.0,09:54.1
369,110126955,2021-01-26,100584555,383297.0,2154530,17971.0,55316924.0,396778.0,09:54.1
370,110452033,2021-01-27,101371256,786701.0,2166299,11769.0,55599107.0,282183.0,09:54.1
371,110763538,2021-01-28,101860188,488932.0,2187659,21360.0,55984485.0,385378.0,09:54.1
372,111087661,2021-01-29,102403247,543059.0,2200432,12773.0,56246379.0,261894.0,09:54.1
373,111389083,2021-01-30,102871614,468367.0,2214613,14181.0,56654869.0,408490.0,09:54.1
374,111713393,2021-01-31,103333479,461865.0,2225773,11160.0,56981674.0,326805.0,09:54.1
375,112003814,2021-01-02,103572661,239182.0,2235401,9628.0,57258433.0,276759.0,09:54.1
376,112321219,2021-02-02,104248610,675949.0,2243638,8237.0,57502710.0,244277.0,09:54.1
377,112630912,2021-03-02,104684395,435785.0,2263792,20154.0,57893288.0,390578.0,09:54.1
378,112947619,2021-04-02,105223208,538813.0,2277590,13798.0,58164975.0,271687.0,09:54.1
379,113273074,2021-05-02,105700191,476983.0,2293263,15673.0,58500396.0,335421.0,09:54.1
380,113585221,2021-06-02,106014623,314432.0,2306818,13555.0,58826515.0,326119.0,09:54.1
381,113889491,2021-07-02,106420830,406207.0,2313792,6974.0,59081354.0,254839.0,09:54.1
382,114215770,2021-08-02,106643519,222689.0,2323540,9748.0,59305523.0,224169.0,09:54.1
383,114523584,2021-09-02,107166785,523266.0,2330839,7299.0,59549395.0,243872.0,09:54.1
384,114832368,2021-10-02,107458667,291882.0,2348421,17582.0,59908386.0,358991.0,09:54.1
385,115125952,2021-11-02,108043938,585271.0,2357475,9054.0,60136468.0,228082.0,09:54.1
386,115544449,2021-12-02,108442250,398312.0,2377988,20513.0,60504739.0,368271.0,09:54.1
387,116187238,2021-02-13,108753721,311471.0,2390448,12460.0,60792545.0,287806.0,09:54.1
388,116822870,2021-02-14,109067558,313837.0,2398773,8325.0,61031525.0,238980.0,09:54.1
389,117418259,2021-02-15,109246204,178646.0,2405546,6773.0,61277452.0,245927.0,09:54.1
390,118018296,2021-02-16,109859193,612989.0,2410455,4909.0,61432383.0,154931.0,09:54.1
391,118341300,2021-02-17,110242443,383250.0,2428021,17566.0,61839534.0,407151.0,09:54.1
392,118652391,2021-02-18,110547030,304587.0,2439127,11106.0,62062504.0,222970.0,09:54.1
393,118828105,2021-02-19,110903820,356790.0,2447615,8488.0,62261377.0,198873.0,09:54.1
394,118990991,2021-02-20,111277667,373847.0,2456069,8454.0,62511665.0,250288.0,09:54.1
395,119163684,2021-02-21,111434139,156472.0,2464390,8321.0,62783718.0,272053.0,09:54.1
396,119344965,2021-02-22,111974905,540766.0,2467481,3091.0,62896305.0,112587.0,09:54.1
397,119512350,2021-02-23,112419536,444631.0,2481140,13659.0,63201288.0,304983.0,09:54.1
398,119685480,2021-02-24,112716833,297297.0,2492420,11280.0,63440310.0,239022.0,09:54.1
399,119855692,2021-02-25,113161929,445096.0,2500770,8350.0,63597985.0,157675.0,09:54.1
400,120033655,2021-02-26,113727033,565104.0,2510955,10185.0,63860665.0,262680.0,09:54.1
401,120231953,2021-02-27,113986374,259341.0,2523703,12748.0,64167250.0,306585.0,09:54.1
402,120384633,2021-02-28,114350611,364237.0,2528993,5290.0,64379512.0,212262.0,09:54.1
403,120544475,2021-01-03,114706724,356113.0,2536865,7872.0,64530988.0,151476.0,09:54.1
404,120691899,2021-02-03,114996913,290189.0,2544852,7987.0,64781391.0,250403.0,09:54.1
405,120845627,2021-03-03,115467624,470711.0,2554914,10062.0,65034400.0,253009.0,09:54.1
406,121028695,2021-04-03,115781179,313555.0,2565369,10455.0,65296409.0,262009.0,09:54.1
407,121197800,2021-05-03,116169119,387940.0,2572353,6984.0,65496667.0,200258.0,09:54.1
408,121359113,2021-06-03,116600908,431789.0,2582075,9722.0,65695020.0,198353.0,09:54.1
409,121504792,2021-07-03,117060462,459554.0,2589638,7563.0,65920692.0,225672.0,09:54.1
410,121666777,2021-08-03,117424768,364306.0,2597318,7680.0,66132420.0,211728.0,09:54.1
411,121809678,2021-09-03,117764619,339851.0,2608231,10913.0,66550065.0,417645.0,09:54.1
412,121980468,2021-10-03,118119333,354714.0,2613747,5516.0,66737497.0,187432.0,09:54.1
413,122124149,2021-11-03,118910684,791351.0,2621944,8197.0,66926960.0,189463.0,09:54.1
414,122268470,2021-12-03,119335338,424654.0,2634989,13045.0,67329604.0,402644.0,09:54.1
415,122572264,2021-03-13,119764490,429152.0,2644090,9101.0,67561626.0,232022.0,09:54.1
416,122768659,2021-03-14,119848281,83791.0,2651578,7488.0,67814414.0,252788.0,09:54.1
417,122965672,2021-03-15,120505974,657693.0,2653641,2063.0,67895864.0,81450.0,09:54.1
418,123161449,2021-03-16,121002099,496125.0,2665597,11956.0,68325205.0,429341.0,09:54.1
419,123356915,2021-03-17,121585388,583289.0,2675521,9924.0,68635168.0,309963.0,09:54.1
420,123490777,2021-03-18,121882440,297052.0,2685770,10249.0,68888923.0,253755.0,09:54.1
421,123606163,2021-03-19,122423426,540986.0,2692806,7036.0,69033271.0,144348.0,09:54.1
422,123728559,2021-03-20,122964412,540986.0,2692806,0.0,69033271.0,0.0,09:54.1
423,123848362,2021-03-21,123516699,552287.0,2711747,18941.0,69647959.0,614688.0,09:54.1
424,123996847,2021-03-22,123924888,408189.0,2719703,7956.0,69975879.0,327920.0,09:54.1
425,124072941,2021-03-23,124378693,453805.0,2727640,7937.0,70320511.0,344632.0,09:54.1
426,124091100,2021-03-24,124683860,305167.0,2736980,9340.0,70573246.0,252735.0,09:54.1
427,124094229,2021-03-25,125367928,684068.0,2742357,5377.0,70731505.0,158259.0,09:54.1
428,124195400,2021-03-30,128421931,317715.0,2801695,11868.0,72645238.0,382750.0,09:54.1
429,124324967,2021-03-31,129317945,896014.0,2807094,5399.0,72860502.0,215264.0,09:54.1
430,124481075,2021-01-04,130101770,783825.0,2821367,14273.0,73313131.0,452629.0,09:54.1
431,124633339,2021-02-04,130566186,464416.0,2836220,14853.0,73683975.0,370844.0,09:54.1
432,124785756,2021-03-04,130969721,403535.0,2842363,6143.0,73979197.0,295222.0,09:54.1
433,124938033,2021-04-04,131593180,623459.0,2849208,6845.0,74318541.0,339344.0,09:54.1
434,125090250,2021-05-04,132024928,431748.0,2856632,7424.0,74679417.0,360876.0,09:54.1
435,125238867,2021-06-04,132456676,431748.0,2856632,0.0,74679417.0,0.0,09:54.1
436,125482652,2021-07-04,132929832,473156.0,2873821,17189.0,75221481.0,542064.0,09:54.1
437,125730596,2021-08-04,134038180,1108348.0,2885401,11580.0,75436505.0,215024.0,09:54.1
438,125966570,2021-09-04,135030164,991984.0,2904554,19153.0,76188622.0,752117.0,09:54.1
439,126207392,2021-10-04,135756507,726343.0,2920537,15983.0,76746058.0,557436.0,09:54.1
440,126440122,2021-11-04,136315604,559097.0,2932192,11655.0,77204630.0,458572.0,09:54.1
441,126693115,2021-12-04,136840796,525192.0,2940833,8641.0,77593298.0,388668.0,09:54.1
442,126920249,2021-04-13,137847272,1006476.0,2949096,8263.0,77935627.0,342329.0,09:54.1
443,127171599,2021-04-14,138340920,493648.0,2965199,16103.0,78548136.0,612509.0,09:54.1
444,127432576,2021-04-15,139274615,933695.0,2974830,9631.0,78785642.0,237506.0,09:54.1
445,127676419,2021-04-16,140379953,1105338.0,2989590,14760.0,79359218.0,573576.0,09:54.1
446,127911611,2021-04-17,141015440,635487.0,3007708,18118.0,79972688.0,613470.0,09:54.1
447,128138776,2021-04-18,141684613,669173.0,3014805,7097.0,80500382.0,527694.0,09:54.1
448,128409968,2021-04-19,142468444,783831.0,3024290,9485.0,81018628.0,518246.0,09:54.1
449,128691222,2021-04-20,143012106,543662.0,3036100,11810.0,81617010.0,598382.0,09:54.1
450,128963207,2021-04-21,144025288,1013182.0,3046149,10049.0,81979884.0,362874.0,09:54.1
451,129221911,2021-04-22,144804485,779197.0,3062087,15938.0,82570488.0,590604.0,09:54.1
452,129484038,2021-04-23,145943305,1138820.0,3073868,11781.0,83220681.0,650193.0,09:54.1
453,129737299,2021-04-24,146628322,685017.0,3091553,17685.0,84040856.0,820175.0,09:54.1
454,129995094,2021-04-25,147325436,697114.0,3102588,11035.0,84489495.0,448639.0,09:54.1
455,130262767,2021-04-26,148190387,864951.0,3112206,9618.0,85028957.0,539462.0,09:54.1
456,130518605,2021-04-27,149036962,846575.0,3126361,14155.0,85879081.0,850124.0,09:54.1
457,130777344,2021-04-28,149945664,908702.0,3141143,14782.0,86485444.0,606363.0,09:54.1
458,131034308,2021-04-29,150848483,902819.0,3156408,15265.0,87129309.0,643865.0,09:54.1
459,131295303,2021-04-30,151517785,669302.0,3171896,15488.0,87865172.0,735863.0,09:54.1
460,131556350,2021-01-05,152199538,681753.0,3182915,11019.0,88399777.0,534605.0,09:54.1
461,131809749,2021-02-05,152875042,675504.0,3192613,9698.0,89931151.0,1531374.0,09:54.1
462,132079900,2021-03-05,153819254,944212.0,3202699,10086.0,89625669.0,-305482.0,09:54.1
463,132335316,2021-04-05,154469379,650125.0,3218906,16207.0,90520099.0,894430.0,09:54.1
464,132577545,2021-05-05,155475984,1006605.0,3230336,11430.0,91045189.0,525090.0,09:54.1
465,132791923,2021-06-05,156433646,957662.0,3247557,17221.0,91855975.0,810786.0,09:54.1
466,133052137,2021-07-05,157113663,680017.0,3263874,16317.0,92597101.0,741126.0,09:54.1
467,133299849,2021-08-05,157703626,589963.0,3274385,10511.0,93217307.0,620206.0,09:54.1
468,133545224,2021-09-05,158517386,813760.0,3283422,9037.0,93741151.0,523844.0,09:54.1
469,133786930,2021-10-05,159268576,751190.0,3296584,13162.0,94553699.0,812548.0,09:54.1
470,134027228,2021-11-05,159845155,576579.0,3311504,14920.0,95242254.0,688555.0,09:54.1
471,134248282,2021-12-05,160743894,898739.0,3321212,9708.0,95897262.0,655008.0,09:54.1
472,134407099,2021-05-13,161290797,546903.0,3338355,17143.0,95897262.0,0.0,09:54.1
473,134562576,2021-05-14,162017106,726309.0,3347183,8828.0,,,09:54.1
474,134779332,2021-05-15,162738904,721798.0,3360359,13176.0,,,09:54.1
475,135035980,2021-05-16,163161728,422824.0,3374087,13728.0,,,09:54.1
476,135285121,2021-05-17,163816596,654868.0,3381269,7182.0,,,09:54.1
477,135537398,2021-05-18,164464039,647443.0,3395193,13924.0,,,09:54.1
478,135788697,2021-05-19,165091142,627103.0,3409471,14278.0,,,09:54.1
479,136049478,2021-05-20,165848289,757147.0,3421514,12043.0,,,09:54.1
480,136291681,2021-05-21,166195983,347694.0,3437836,16322.0,,,09:54.1
481,136518222,2021-05-22,166839883,643900.0,3444498,6662.0,,,09:54.1
482,136772282,2021-05-23,167243444,403561.0,3456780,12282.0,,,09:54.1
483,137006407,2021-05-24,167411409,167965.0,3465348,8568.0,,,09:54.1
484,137240075,2021-05-25,167951168,539759.0,3475817,10469.0,,,09:54.1
485,137485247,2021-05-26,168502092,550924.0,3488242,12425.0,,,09:54.1
486,137732444,2021-05-27,169071044,568952.0,3500383,12141.0,,,09:54.1
487,137976043,2021-05-28,169612445,541401.0,3513320,12937.0,,,09:54.1
488,138197339,2021-05-29,170044172,431727.0,3526058,12738.0,,,09:54.1
489,138419843,2021-05-30,170471070,426898.0,3535383,9325.0,,,09:54.1
490,138634574,2021-05-31,170865698,394628.0,3544118,8735.0,,,09:54.1
491,138879498,2021-01-06,171335846,470148.0,3552788,8670.0,,,09:54.1
492,139097141,2021-02-06,171784138,448292.0,3683428,,,,09:54.1
493,139262461,2021-03-06,172293942,509804.0,3693798,10370.0,,,09:54.1
494,139493808,2021-04-06,172851292,557350.0,3704724,10926.0,,,09:54.1
495,139717216,2021-05-06,173101490,250198.0,3718190,13466.0,,,09:54.1
496,139938126,2021-06-06,173427800,326310.0,3724017,5827.0,,,09:54.1
497,140133613,2021-07-06,173709075,281275.0,3731634,7617.0,,,09:54.1
498,140379995,2021-08-06,174138129,429054.0,3739443,7809.0,,,09:54.1
499,140580142,2021-09-06,174509849,371720.0,3750463,11020.0,,,09:54.1
500,140798583,2021-10-06,174949567,439718.0,3759536,9073.0,,,09:54.1
501,141025641,2021-11-06,175363380,413813.0,3775261,15725.0,,,09:54.1
502,141232592,2021-12-06,175668875,305495.0,3786968,11707.0,,,09:54.1
503,141453976,2021-06-13,176037471,368596.0,3795554,8586.0,,,09:54.1
504,141692372,2021-06-14,176412684,375213.0,3805611,10057.0,,,09:54.1
505,141911476,2021-06-15,176773897,361213.0,3815164,9553.0,,,09:54.1
506,142124572,2021-06-16,177120609,346712.0,3825114,9950.0,,,09:54.1
507,142341345,2021-06-17,177588390,467781.0,3834951,9837.0,,,09:54.1
508,142553317,2021-06-18,177967293,378903.0,3845051,10100.0,,,09:54.1
509,142757624,2021-06-19,178333628,366335.0,3853964,8913.0,,,09:54.1
510,142950097,2021-06-20,178629126,295498.0,3862271,8307.0,,,09:54.1
511,143133250,2021-06-21,178840744,211618.0,3868643,6372.0,,,09:54.1
512,143325244,2021-06-22,179330862,490118.0,3874630,5987.0,,,09:54.1
513,143547658,2021-06-23,179723542,392680.0,3885531,10901.0,,,09:54.1
514,143746830,2021-06-24,180156623,433081.0,3894122,8591.0,,,09:54.1
515,143972473,2021-06-25,180532370,375747.0,3903389,9267.0,,,09:54.1
516,144190612,2021-06-26,180948026,415656.0,3911692,8303.0,,,09:54.1
517,144415089,2021-06-27,181230014,281988.0,3919969,8277.0,,,09:54.1
518,144642487,2021-06-28,181601477,371463.0,3925445,5476.0,,,09:54.1
519,144876295,2021-06-29,182009062,407585.0,3932925,7480.0,,,09:54.1
520,145100471,2021-06-30,182420108,411046.0,3941475,8550.0,,,09:54.1
521,145324423,2021-01-07,182867501,447393.0,3950309,8834.0,,,09:54.1
522,145568315,2021-02-07,183271983,404482.0,3959094,8785.0,,,09:54.1
523,145753475,2021-03-07,183647224,375241.0,3966551,7457.0,,,09:54.1
524,145955664,2021-04-07,184004202,356978.0,3973845,7294.0,,,09:54.1
525,146125528,2021-05-07,184394772,390570.0,3980139,6294.0,,,09:54.1
526,146306473,2021-06-07,184856788,462016.0,3988239,8100.0,,,09:54.1
527,146501332,2021-07-07,185078882,222094.0,3996940,8701.0,,,09:54.1
528,146723650,2021-08-07,185663348,584466.0,4001791,4851.0,,,09:54.1
529,146930968,2021-09-07,186082418,419070.0,4012659,10868.0,,,09:54.1
530,147182481,2021-10-07,186607396,524978.0,4019368,6709.0,,,09:54.1
531,147421260,2021-11-07,186762453,155057.0,4027601,8233.0,,,09:54.1
532,147513121,2021-12-07,187446896,684443.0,4030918,3317.0,,,09:54.1
533,147771813,2021-07-14,188477293,345941.0,4053615,11349.0,,,09:54.1
534,148043423,2021-07-15,189239053,761760.0,4060292,6677.0,,,09:54.1
535,148284484,2021-07-16,189780227,541174.0,4070341,10049.0,,,09:54.1
536,148541860,2021-07-17,190280826,500599.0,4078856,8515.0,,,09:54.1
537,148796757,2021-07-18,190526225,245399.0,4086246,7390.0,,,09:54.1
538,149050126,2021-07-19,191216295,690070.0,4091672,5426.0,,,09:54.1
539,149304056,2021-07-20,191626825,410530.0,4101590,9918.0,,,09:54.1
540,149548699,2021-07-21,192054106,427281.0,4122004,20414.0,,,09:54.1
541,149803178,2021-07-22,192939490,885384.0,4128058,6054.0,,,09:54.1
542,150057349,2021-07-23,193165622,226132.0,4140700,12642.0,,,09:54.1
543,150303263,2021-07-24,193979302,813680.0,4143105,2405.0,,,09:54.1
544,150547569,2021-07-25,194354288,374986.0,4156401,13296.0,,,09:54.1
545,150747838,2021-07-26,194995684,641396.0,4163220,6819.0,,,09:54.1
546,150919374,2021-07-27,195498370,502686.0,4172822,9602.0,,,09:54.1
547,151110332,2021-07-28,196040884,542514.0,4180770,7948.0,,,09:54.1
548,151300289,2021-07-29,196995824,954940.0,4188536,7766.0,,,09:54.1
549,151488450,2021-07-30,197667583,671759.0,4203926,15390.0,,,09:54.1
550,151676522,2021-07-31,198182570,514987.0,4214100,10174.0,,,09:54.1
551,151854672,2021-01-08,198614523,431953.0,4222338,8238.0,,,09:54.1
552,152035079,2021-02-08,199299103,684580.0,4229142,6804.0,,,09:54.1
553,152222815,2021-03-08,200046509,747406.0,4241509,12367.0,,,09:54.1
554,152398730,2021-04-08,200670720,624211.0,4253059,11550.0,,,09:54.1
555,152574572,2021-05-08,201430552,759832.0,4263828,10769.0,,,09:54.1
556,152742661,2021-06-08,202002134,571582.0,4274316,10488.0,,,09:54.1
557,152918429,2021-07-08,202598167,596033.0,4283150,8834.0,,,09:54.1
558,153095214,2021-08-08,203205809,607642.0,4292160,9010.0,,,09:54.1
559,153272223,2021-09-08,203802993,597184.0,4300070,7910.0,,,09:54.1
560,153450710,2021-10-08,204575521,772528.0,4310553,10483.0,,,09:54.1
561,153621458,2021-11-08,205221336,645815.0,4322282,11729.0,,,09:54.1
562,153794671,2021-12-08,205959886,738550.0,4331098,8816.0,,,09:54.1
563,153966717,2021-08-13,206592828,632942.0,4342769,11671.0,,,09:54.1
564,154138629,2021-08-14,207070412,477584.0,4351359,8590.0,,,09:54.1
565,154307175,2021-08-15,207604434,534022.0,4360139,8780.0,,,09:54.1
566,154471134,2021-08-16,208213736,609302.0,4367603,7464.0,,,09:54.1
567,154630939,2021-08-17,209076320,862584.0,4377248,9645.0,,,09:54.1
568,154797349,2021-08-18,209759451,683131.0,4389211,11963.0,,,09:54.1
569,154960566,2021-08-19,210325635,566184.0,4398843,9632.0,,,09:54.1
570,155133535,2021-08-20,211232169,906534.0,4408713,9870.0,,,09:54.1
571,155308124,2021-08-21,211721161,488992.0,4420984,12271.0,,,09:54.1
572,155472320,2021-08-22,212328733,607572.0,4429457,8473.0,,,09:54.1
573,155633695,2021-08-23,212610603,281870.0,4438511,9054.0,,,09:54.1
574,155797953,2021-08-24,213461327,850724.0,4442545,4034.0,,,09:54.1
575,155970856,2021-08-25,214371702,910375.0,4457027,14482.0,,,09:54.1
576,156129491,2021-08-26,215047649,675947.0,4470302,13275.0,,,09:54.1
577,156284194,2021-08-27,215744845,697196.0,4480486,10184.0,,,09:54.1
578,156445293,2021-08-28,216328547,583702.0,4490915,10429.0,,,09:54.1
579,156592842,2021-08-29,216664634,336087.0,4499936,9021.0,,,09:54.1
580,156739865,2021-08-30,217359371,694737.0,4505400,5464.0,,,09:54.1
581,156906802,2021-08-31,218103709,744338.0,4514209,8809.0,,,09:54.1
582,157076323,2021-01-09,218852313,748604.0,4526811,12602.0,,,09:54.1
583,157236154,2021-02-09,219456675,604362.0,4548553,21742.0,,,09:54.1
584,157385400,2021-03-09,220165153,708478.0,4553707,5154.0,,,09:54.1
585,157552358,2021-04-09,220360991,195838.0,4558862,5155.0,,,09:54.1
586,157719421,2021-05-09,221005559,644568.0,4562885,4023.0,,,09:54.1
587,157885012,2021-06-09,221655468,649909.0,4573243,10358.0,,,09:54.1
588,158037621,2021-07-09,222447968,792500.0,4582407,9164.0,,,09:54.1
589,158207758,2021-08-09,222939979,492011.0,4594354,11947.0,,,09:54.1
590,158372170,2021-09-09,223514206,574227.0,4601835,7481.0,,,09:54.1
591,158534330,2021-10-09,223851538,337332.0,4611170,9335.0,,,09:54.1
592,158694010,2021-11-09,224322544,471006.0,4616874,5704.0,,,09:54.1
593,158853641,2021-12-09,224921316,598772.0,4625974,9100.0,,,09:54.1
594,159023847,2021-09-13,225520088,598772.0,4625974,0.0,,,09:54.1
595,159185902,2021-09-14,225854459,334371.0,4643736,17762.0,,,09:54.1
596,159334861,2021-09-15,226643823,789364.0,4649965,6229.0,,,09:54.1
597,159514873,2021-09-16,227410670,766847.0,4662980,13015.0,,,09:54.1
598,159673319,2021-09-17,227860623,449953.0,4676132,13152.0,,,09:54.1
599,159822109,2021-09-18,228397253,536630.0,4682527,6395.0,,,09:54.1
600,159970473,2021-09-19,228688628,291375.0,4689629,7102.0,,,09:54.1
601,160122068,2021-09-20,229241384,552756.0,4694578,4949.0,,,09:54.1
602,160279948,2021-09-21,229628819,387435.0,4703434,8856.0,,,09:54.1
603,160436278,2021-09-22,230351063,722244.0,4710758,7324.0,,,09:54.1
604,160570061,2021-09-23,230821219,470156.0,4723172,12414.0,,,09:54.1
605,160706654,2021-09-24,231240590,419371.0,4732156,8984.0,,,09:54.1
606,160861465,2021-09-25,231696727,456137.0,4739805,7649.0,,,09:54.1
607,161016083,2021-09-26,232066390,369663.0,4746184,6379.0,,,09:54.1
608,161170678,2021-09-27,232426039,359649.0,4751480,5296.0,,,09:54.1
609,161330448,2021-09-28,232865405,439366.0,4758486,7006.0,,,09:54.1
610,161487137,2021-09-29,233479934,614529.0,4767341,8855.0,,,09:54.1
611,161643960,2021-09-30,233908734,428800.0,4777581,10240.0,,,09:54.1
612,161779086,2021-01-10,234339711,430977.0,4786203,8622.0,,,09:54.1
613,161895840,2021-02-10,234606800,267089.0,4793164,6961.0,,,09:54.1
614,162476881,2021-06-10,235825990,417908.0,4809149,3996.0,,,09:54.1
615,162572424,2021-07-10,236511950,685960.0,4816565,7416.0,,,09:54.1
616,162649902,2021-08-10,236770665,258715.0,4828340,11775.0,,,09:54.1
617,162813101,2021-09-10,237249329,478664.0,4834539,6199.0,,,09:54.1
618,162956077,2021-10-10,237413744,164415.0,4842788,8249.0,,,09:54.1
619,163181634,2021-12-10,238272207,694045.0,4847462,2337.0,,,09:54.1
620,163333357,2021-10-13,238940176,667969.0,4857422,9960.0,,,09:54.1
621,163773759,2021-10-15,240070992,462853.0,4882066,12322.0,,,09:54.1
622,163921927,2021-10-16,240236944,165952.0,4889737,7671.0,,,09:54.1
623,164220271,2021-10-18,240680365,277459.0,4894860,2562.0,,,09:54.1
624,164272235,2021-10-19,241124448,444083.0,4898668,3808.0,,,09:54.1
625,164552757,2021-10-21,242033650,465128.0,4913106,7219.0,,,09:54.1
